Cartera|Subcartera|Zona (provincia)|Tipo de trabajo|Subtipo de trabajo|Codigo proveedor|Proveedor por defecto (0/1)
07|138|Cádiz|Actuación técnica||B23657521|10004312
07|138|Córdoba|Actuación técnica||B23657521|10004312
07|138|Granada|Actuación técnica||B23657521|10004312
07|138|Huelva|Actuación técnica||B23657521|10004312
07|138|Jaén|Actuación técnica||B23657521|10004312
07|138|Málaga|Actuación técnica||B23657521|10004312
07|138|Sevilla|Actuación técnica||B23657521|10004312
07|138|Almería|Actuación técnica||B23657521|10004312
07|138|Huesca|Actuación técnica||B23657521|10004312
07|138|Teruel|Actuación técnica||B23657521|10004312
07|138|Zaragoza|Actuación técnica||B23657521|10004312
07|138|Asturias|Actuación técnica||B23657521|10004312
07|138|Baleares|Actuación técnica||B23657521|10004312
07|138|Las Palmas|Actuación técnica||B23657521|10004312
07|138|Santa C. Tenerife|Actuación técnica||B23657521|10004312
07|138|Cantabria|Actuación técnica||B23657521|10004312
07|138|Avila|Actuación técnica||B23657521|10004312
07|138|Burgos|Actuación técnica||B23657521|10004312
07|138|León|Actuación técnica||B23657521|10004312
07|138|Palencia|Actuación técnica||B23657521|10004312
07|138|Salamanca|Actuación técnica||B23657521|10004312
07|138|Segovia|Actuación técnica||B23657521|10004312
07|138|Soria|Actuación técnica||B23657521|10004312
07|138|Valladolid|Actuación técnica||B23657521|10004312
07|138|Zamora|Actuación técnica||B23657521|10004312
07|138|Albacete|Actuación técnica||B98493190|24
07|138|CiudadReal|Actuación técnica||B98493190|24
07|138|Cuenca|Actuación técnica||B98493190|24
07|138|Guadalajara|Actuación técnica||B98493190|24
07|138|Toledo|Actuación técnica||B98493190|24
07|138|Barcelona|Actuación técnica||B60546611|10007315
07|138|Girona|Actuación técnica||B60546611|10007315
07|138|Lleida|Actuación técnica||B60546611|10007315
07|138|Tarragona|Actuación técnica||B60546611|10007315
07|138|Alicante|Actuación técnica||B98493190|24
07|138|Castellón|Actuación técnica||B98493190|24
07|138|Valencia|Actuación técnica||B98493190|24
07|138|Badajoz|Actuación técnica||B23657521|10004312
07|138|Cáceres|Actuación técnica||B23657521|10004312
07|138|A Coruña|Actuación técnica||B23657521|10004312
07|138|Lugo|Actuación técnica||B23657521|10004312
07|138|Ourense|Actuación técnica||B23657521|10004312
07|138|Pontevedra|Actuación técnica||B23657521|10004312
07|138|Madrid|Actuación técnica||B23657521|10004312
07|138|Murcia|Actuación técnica||B98493190|24
07|138|Navarra|Actuación técnica||B23657521|10004312
07|138|Álava|Actuación técnica||B23657521|10004312
07|138|Vizcaya|Actuación técnica||B23657521|10004312
07|138|Guipúzcoa|Actuación técnica||B23657521|10004312
07|138|La Rioja|Actuación técnica||B23657521|10004312
07|138|Ceuta|Actuación técnica||B23657521|10004312
07|138|Melilla|Actuación técnica||B23657521|10004312
07|138|Cádiz|Obtención documentación||B23657521|10026352
07|138|Córdoba|Obtención documentación||B23657521|10026352
07|138|Granada|Obtención documentación||B23657521|10026352
07|138|Huelva|Obtención documentación||B23657521|10026352
07|138|Jaén|Obtención documentación||B23657521|10026352
07|138|Málaga|Obtención documentación||B23657521|10026352
07|138|Sevilla|Obtención documentación||B23657521|10026352
07|138|Almería|Obtención documentación||B23657521|10026352
07|138|Huesca|Obtención documentación||B23657521|10026352
07|138|Teruel|Obtención documentación||B23657521|10026352
07|138|Zaragoza|Obtención documentación||B23657521|10026352
07|138|Asturias|Obtención documentación||B23657521|10026352
07|138|Baleares|Obtención documentación||B23657521|10026352
07|138|Las Palmas|Obtención documentación||B23657521|10026352
07|138|Santa C. Tenerife|Obtención documentación||B23657521|10026352
07|138|Cantabria|Obtención documentación||B23657521|10026352
07|138|Avila|Obtención documentación||B23657521|10026352
07|138|Burgos|Obtención documentación||B23657521|10026352
07|138|León|Obtención documentación||B23657521|10026352
07|138|Palencia|Obtención documentación||B23657521|10026352
07|138|Salamanca|Obtención documentación||B23657521|10026352
07|138|Segovia|Obtención documentación||B23657521|10026352
07|138|Soria|Obtención documentación||B23657521|10026352
07|138|Valladolid|Obtención documentación||B23657521|10026352
07|138|Zamora|Obtención documentación||B23657521|10026352
07|138|Albacete|Obtención documentación||B98493190|24
07|138|CiudadReal|Obtención documentación||B98493190|24
07|138|Cuenca|Obtención documentación||B98493190|24
07|138|Guadalajara|Obtención documentación||B98493190|24
07|138|Toledo|Obtención documentación||B98493190|24
07|138|Barcelona|Obtención documentación||B60546611|10007315
07|138|Girona|Obtención documentación||B60546611|10007315
07|138|Lleida|Obtención documentación||B60546611|10007315
07|138|Tarragona|Obtención documentación||B60546611|10007315
07|138|Alicante|Obtención documentación||B98493190|24
07|138|Castellón|Obtención documentación||B98493190|24
07|138|Valencia|Obtención documentación||B98493190|24
07|138|Badajoz|Obtención documentación||B23657521|10026352
07|138|Cáceres|Obtención documentación||B23657521|10026352
07|138|A Coruña|Obtención documentación||B23657521|10026352
07|138|Lugo|Obtención documentación||B23657521|10026352
07|138|Ourense|Obtención documentación||B23657521|10026352
07|138|Pontevedra|Obtención documentación||B23657521|10026352
07|138|Madrid|Obtención documentación||B23657521|10026352
07|138|Murcia|Obtención documentación||B98493190|24
07|138|Navarra|Obtención documentación||B23657521|10026352
07|138|Álava|Obtención documentación||B23657521|10026352
07|138|Vizcaya|Obtención documentación||B23657521|10026352
07|138|Guipúzcoa|Obtención documentación||B23657521|10026352
07|138|La Rioja|Obtención documentación||B23657521|10026352
07|138|Ceuta|Obtención documentación||B23657521|10026352
07|138|Melilla|Obtención documentación||B23657521|10026352
07|151|Almería|Actuación técnica||A28346054|10004312
07|151|Cádiz|Actuación técnica||B91586412|110107826
07|151|Córdoba|Actuación técnica||B91586412|110107826
07|151|Granada|Actuación técnica||A28346054|10004312
07|151|Huelva|Actuación técnica||B91586412|110107826
07|151|Jaén|Actuación técnica||A28346054|10004312
07|151|Málaga|Actuación técnica||A28346054|10004312
07|151|Sevilla|Actuación técnica||B91586412|110107826
07|151|Huesca|Actuación técnica||B19504851|29
07|151|Teruel|Actuación técnica||B19504851|29
07|151|Zaragoza|Actuación técnica||B19504851|29
07|151|Asturias|Actuación técnica||A28346054|10004312
07|151|Baleares|Actuación técnica||B50919604|36
07|151|Las Palmas|Actuación técnica||A28346054|10004312
07|151|Santa C. Tenerife|Actuación técnica||A28346054|10004312
07|151|Cantabria|Actuación técnica||B19504851|29
07|151|Avila|Actuación técnica||A28346054|10004312
07|151|Burgos|Actuación técnica||A28346054|10004312
07|151|León|Actuación técnica||A28346054|10004312
07|151|Palencia|Actuación técnica||A28346054|10004312
07|151|Salamanca|Actuación técnica||A28346054|10004312
07|151|Segovia|Actuación técnica||A28346054|10004312
07|151|Soria|Actuación técnica||A28346054|10004312
07|151|Valladolid|Actuación técnica||A28346054|10004312
07|151|Zamora|Actuación técnica||A28346054|10004312
07|151|Albacete|Actuación técnica||A78773710|110184639
07|151|CiudadReal|Actuación técnica||A78773710|110184639
07|151|Cuenca|Actuación técnica||A78773710|110184639
07|151|Guadalajara|Actuación técnica||A78773710|110184639
07|151|Toledo|Actuación técnica||A78773710|110184639
07|151|Barcelona|Actuación técnica||B64216666|110184449
07|151|Girona|Actuación técnica||B61425682|170
07|151|Lleida|Actuación técnica||B61425682|170
07|151|Tarragona|Actuación técnica||B61425682|170
07|151|Alicante|Actuación técnica||B50919604|36
07|151|Castellón|Actuación técnica||B50919604|36
07|151|Valencia|Actuación técnica||B50919604|36
07|151|Badajoz|Actuación técnica||B91586412|110107826
07|151|Cáceres|Actuación técnica||B91586412|110107826
07|151|A Coruña|Actuación técnica||A28346054|10004312
07|151|Lugo|Actuación técnica||A28346054|10004312
07|151|Ourense|Actuación técnica||A28346054|10004312
07|151|Pontevedra|Actuación técnica||A28346054|10004312
07|151|Madrid|Actuación técnica||B40165920|110165264
07|151|Murcia|Actuación técnica||B50919604|36
07|151|Navarra|Actuación técnica||B19504851|29
07|151|Álava|Actuación técnica||B19504851|29
07|151|Vizcaya|Actuación técnica||B19504851|29
07|151|Guipúzcoa|Actuación técnica||B19504851|29
07|151|La Rioja|Actuación técnica||B19504851|29
07|151|Ceuta|Actuación técnica||A28346054|10004312
07|151|Melilla|Actuación técnica||A28346054|10004312
07|152|Almería|Actuación técnica||A28346054|10004312
07|152|Cádiz|Actuación técnica||B91586412|110107826
07|152|Córdoba|Actuación técnica||B91586412|110107826
07|152|Granada|Actuación técnica||A28346054|10004312
07|152|Huelva|Actuación técnica||B91586412|110107826
07|152|Jaén|Actuación técnica||A28346054|10004312
07|152|Málaga|Actuación técnica||A28346054|10004312
07|152|Sevilla|Actuación técnica||B91586412|110107826
07|152|Huesca|Actuación técnica||B19504851|29
07|152|Teruel|Actuación técnica||B19504851|29
07|152|Zaragoza|Actuación técnica||B19504851|29
07|152|Asturias|Actuación técnica||A28346054|10004312
07|152|Baleares|Actuación técnica||B50919604|36
07|152|Las Palmas|Actuación técnica||A28346054|10004312
07|152|Santa C. Tenerife|Actuación técnica||A28346054|10004312
07|152|Cantabria|Actuación técnica||B19504851|29
07|152|Avila|Actuación técnica||A28346054|10004312
07|152|Burgos|Actuación técnica||A28346054|10004312
07|152|León|Actuación técnica||A28346054|10004312
07|152|Palencia|Actuación técnica||A28346054|10004312
07|152|Salamanca|Actuación técnica||A28346054|10004312
07|152|Segovia|Actuación técnica||A28346054|10004312
07|152|Soria|Actuación técnica||A28346054|10004312
07|152|Valladolid|Actuación técnica||A28346054|10004312
07|152|Zamora|Actuación técnica||A28346054|10004312
07|152|Albacete|Actuación técnica||A78773710|110184639
07|152|CiudadReal|Actuación técnica||A78773710|110184639
07|152|Cuenca|Actuación técnica||A78773710|110184639
07|152|Guadalajara|Actuación técnica||A78773710|110184639
07|152|Toledo|Actuación técnica||A78773710|110184639
07|152|Barcelona|Actuación técnica||B64216666|110184449
07|152|Girona|Actuación técnica||B61425682|170
07|152|Lleida|Actuación técnica||B61425682|170
07|152|Tarragona|Actuación técnica||B61425682|170
07|152|Alicante|Actuación técnica||B50919604|36
07|152|Castellón|Actuación técnica||B50919604|36
07|152|Valencia|Actuación técnica||B50919604|36
07|152|Badajoz|Actuación técnica||B91586412|110107826
07|152|Cáceres|Actuación técnica||B91586412|110107826
07|152|A Coruña|Actuación técnica||A28346054|10004312
07|152|Lugo|Actuación técnica||A28346054|10004312
07|152|Ourense|Actuación técnica||A28346054|10004312
07|152|Pontevedra|Actuación técnica||A28346054|10004312
07|152|Madrid|Actuación técnica||B40165920|110165264
07|152|Murcia|Actuación técnica||B50919604|36
07|152|Navarra|Actuación técnica||B19504851|29
07|152|Álava|Actuación técnica||B19504851|29
07|152|Vizcaya|Actuación técnica||B19504851|29
07|152|Guipúzcoa|Actuación técnica||B19504851|29
07|152|La Rioja|Actuación técnica||B19504851|29
07|152|Ceuta|Actuación técnica||A28346054|10004312
07|152|Melilla|Actuación técnica||A28346054|10004312
01||Almería|Actuación técnica||B04485686|164
01||Cádiz|Actuación técnica||B92418524|10009093
01||Córdoba|Actuación técnica||B92418524|10009093
01||Granada|Actuación técnica||B92418524|10009093
01||Huelva|Actuación técnica||B92418524|10009093
01||Jaén|Actuación técnica||B92418524|10009093
01||Málaga|Actuación técnica||B92418524|10009093
01||Sevilla|Actuación técnica||B92418524|10009093
01||Huesca|Actuación técnica||B45684677|160
01||Teruel|Actuación técnica||B23657521|10004312
01||Zaragoza|Actuación técnica||B23657521|10004312
01||Asturias|Actuación técnica||B45684677|160
01||Baleares|Actuación técnica||B23657521|10004312
01||Las Palmas|Actuación técnica||B23657521|10004312
01||Santa C. Tenerife|Actuación técnica||B23657521|10004312
01||Avila|Actuación técnica||B45684677|160
01||Burgos|Actuación técnica||B45684677|160
01||León|Actuación técnica||B45684677|160
01||Palencia|Actuación técnica||B45684677|160
01||Segovia|Actuación técnica||B23657521|10004312
01||Soria|Actuación técnica||B23657521|10004312
01||Valladolid|Actuación técnica||B45684677|160
01||Albacete|Actuación técnica||B45684677|160
01||CiudadReal|Actuación técnica||B45684677|160
01||Cuenca|Actuación técnica||B45684677|160
01||Guadalajara|Actuación técnica||B45684677|160
01||Toledo|Actuación técnica||B23657521|10004312
01||Barcelona|Actuación técnica||B23657521|10004312
01||Girona|Actuación técnica||B23657521|10004312
01||Lleida|Actuación técnica||B23657521|10004312
01||Tarragona|Actuación técnica||B23657521|10004312
01||Alicante|Actuación técnica||B23657521|10004312
01||Castellón|Actuación técnica||B23657521|10004312
01||Valencia|Actuación técnica||B23657521|10004312
01||Badajoz|Actuación técnica||B45684677|160
01||Cáceres|Actuación técnica||B45684677|160
01||A Coruña|Actuación técnica||B45684677|160
01||Lugo|Actuación técnica||B45684677|160
01||Ourense|Actuación técnica||B45684677|160
01||Pontevedra|Actuación técnica||B45684677|160
01||Madrid|Actuación técnica||B45684677|160
01||Murcia|Actuación técnica||B45684677|160
01||Navarra|Actuación técnica||B45684677|160
01||Álava|Actuación técnica||B45684677|160
01||Vizcaya|Actuación técnica||B45684677|160
01||Guipúzcoa|Actuación técnica||B45684677|160
01||La Rioja|Actuación técnica||B45684677|160
01||Melilla|Actuación técnica||B23657521|10004312
16||Almería|Actuación técnica||B85343721|10007348
16||Cádiz|Actuación técnica||B85343721|10007348
16||Córdoba|Actuación técnica||B85343721|10007348
16||Granada|Actuación técnica||B85343721|10007348
16||Huelva|Actuación técnica||B85343721|10007348
16||Jaén|Actuación técnica||B85343721|10007348
16||Málaga|Actuación técnica||B85343721|10007348
16||Sevilla|Actuación técnica||B85343721|10007348
16||Huesca|Actuación técnica||A28346054|10004312
16||Teruel|Actuación técnica||A28346054|10004312
16||Zaragoza|Actuación técnica||A28346054|10004312
16||Asturias|Actuación técnica||A28346054|10004312
16||Baleares|Actuación técnica||B97600001|10007550
16||Las Palmas|Actuación técnica||B85687499|110186397
16||Santa C. Tenerife|Actuación técnica||B85687499|110186397
16||Cantabria|Actuación técnica||A28346054|10004312
16||Avila|Actuación técnica||A28346054|10004312
16||Burgos|Actuación técnica||A28346054|10004312
16||León|Actuación técnica||A28346054|10004312
16||Palencia|Actuación técnica||A28346054|10004312
16||Salamanca|Actuación técnica||A28346054|10004312
16||Segovia|Actuación técnica||A28346054|10004312
16||Soria|Actuación técnica||A28346054|10004312
16||Valladolid|Actuación técnica||A28346054|10004312
16||Zamora|Actuación técnica||A28346054|10004312
16||Albacete|Actuación técnica||A28346054|10004312
16||CiudadReal|Actuación técnica||A28346054|10004312
16||Cuenca|Actuación técnica||A28346054|10004312
16||Guadalajara|Actuación técnica||A28346054|10004312
16||Toledo|Actuación técnica||A28346054|10004312
16||Barcelona|Actuación técnica||B40165920|110165264
16||Girona|Actuación técnica||B97600001|10007550
16||Lleida|Actuación técnica||B85343721|10007348
16||Tarragona|Actuación técnica||B85343721|10007348
16||Alicante|Actuación técnica||B97600001|10007550
16||Castellón|Actuación técnica||B97600001|10007550
16||Valencia|Actuación técnica||B97600001|10007550
16||Badajoz|Actuación técnica||B85343721|10007348
16||Cáceres|Actuación técnica||B85343721|10007348
16||A Coruña|Actuación técnica||A28346054|10004312
16||Lugo|Actuación técnica||A28346054|10004312
16||Ourense|Actuación técnica||A28346054|10004312
16||Pontevedra|Actuación técnica||A28346054|10004312
16||Madrid|Actuación técnica||A28346054|10004312
16||Murcia|Actuación técnica||B97600001|10007550
16||Navarra|Actuación técnica||A28346054|10004312
16||Álava|Actuación técnica||A28346054|10004312
16||Vizcaya|Actuación técnica||A28346054|10004312
16||Guipúzcoa|Actuación técnica||A28346054|10004312
16||La Rioja|Actuación técnica||A28346054|10004312
16||Ceuta|Actuación técnica||B97600001|10007550
16||Melilla|Actuación técnica||B97600001|10007550
03||Cádiz|Actuación técnica||B85343721|10007348
03||Córdoba|Actuación técnica||B85343721|10007348
03||Granada|Actuación técnica||B85343721|10007348
03||Huelva|Actuación técnica||B85343721|10007348
03||Jaén|Actuación técnica||B85343721|10007348
03||Málaga|Actuación técnica||B85343721|10007348
03||Sevilla|Actuación técnica||B85343721|10007348
03||Almería|Actuación técnica||B85343721|10007348
03||Huesca|Actuación técnica||A28346054|10004312
03||Teruel|Actuación técnica||A28346054|10004312
03||Zaragoza|Actuación técnica||A28346054|10004312
03||Asturias|Actuación técnica||A28346054|10004312
03||Baleares|Actuación técnica||B97600001|10007550
03||Las Palmas|Actuación técnica||B35680149|4491
03||Santa C. Tenerife|Actuación técnica||B35680149|4491
03||Cantabria|Actuación técnica||A28346054|10004312
03||Avila|Actuación técnica||A28346054|10004312
03||Burgos|Actuación técnica||A28346054|10004312
03||León|Actuación técnica||A28346054|10004312
03||Palencia|Actuación técnica||A28346054|10004312
03||Salamanca|Actuación técnica||A28346054|10004312
03||Segovia|Actuación técnica||A28346054|10004312
03||Soria|Actuación técnica||A28346054|10004312
03||Valladolid|Actuación técnica||A28346054|10004312
03||Zamora|Actuación técnica||A28346054|10004312
03||Albacete|Actuación técnica||A28346054|10004312
03||CiudadReal|Actuación técnica||A28346054|10004312
03||Cuenca|Actuación técnica||A28346054|10004312
03||Guadalajara|Actuación técnica||A28346054|10004312
03||Toledo|Actuación técnica||A28346054|10004312
03||Barcelona|Actuación técnica||B40165920|110165264
03||Girona|Actuación técnica||B97600001|10007550
03||Lleida|Actuación técnica||B85343721|10007348
03||Tarragona|Actuación técnica||B85343721|10007348
03||Alicante|Actuación técnica||B97600001|10007550
03||Castellón|Actuación técnica||B97600001|10007550
03||Valencia|Actuación técnica||B97600001|10007550
03||Badajoz|Actuación técnica||B85343721|10007348
03||Cáceres|Actuación técnica||B85343721|10007348
03||A Coruña|Actuación técnica||A28346054|10004312
03||Lugo|Actuación técnica||A28346054|10004312
03||Ourense|Actuación técnica||A28346054|10004312
03||Pontevedra|Actuación técnica||A28346054|10004312
03||Madrid|Actuación técnica||A28346054|10004312
03||Murcia|Actuación técnica||B97600001|10007550
03||Navarra|Actuación técnica||A28346054|10004312
03||Álava|Actuación técnica||A28346054|10004312
03||Vizcaya|Actuación técnica||A28346054|10004312
03||Guipúzcoa|Actuación técnica||A28346054|10004312
03||La Rioja|Actuación técnica||A28346054|10004312
03||Ceuta|Actuación técnica||B85343721|10007348
03||Melilla|Actuación técnica||B85343721|10007348
03||Cádiz|Obtención documentación|Cédula de Habitabilidad||10009469
03||Córdoba|Obtención documentación|Cédula de Habitabilidad||10009469
