ACT_NUM_ACTIVO;ACT_LLAVES_FECHA_RECEP;ACT_LLAVES_HRE;ACT_LLAVES_NECESARIAS;ACT_LLAVES_NUM_JUEGOS
6989477;03/02/2020;0;1;6
6949435;04/02/2020;0;1;7
6943769;04/02/2020;0;1;5
6082965;03/02/2020;1;1;8
6082965;03/02/2020;1;1;8
6082965;03/02/2020;1;1;8
6082965;03/02/2020;1;1;8
286962;04/02/2020;0;1;1
7294434;04/02/2020;0;1;10
6981426;04/02/2020;0;1;5
6047033;04/02/2020;0;1;9
5958775;04/02/2020;0;1;8
7057687;04/02/2020;0;1;5
7057688;04/02/2020;0;1;5
7057691;04/02/2020;0;1;5
7057690;04/02/2020;0;1;5
7057689;04/02/2020;0;1;5
7057693;04/02/2020;0;1;5
7057695;04/02/2020;0;1;5
7057696;04/02/2020;0;1;5
6853065;04/02/2020;0;1;6
7226900;03/02/2020;0;1;5
7226963;04/02/2020;0;1;5
7295143;03/02/2020;0;1;5
7295137;03/02/2020;0;1;8
412708;04/02/2020;0;1;7
5925476;03/02/2020;0;1;8
6791421;04/02/2020;0;1;5
7295597;04/02/2020;0;1;6
6061740;04/02/2020;0;1;10
5942113;04/02/2020;0;1;8
7295293;03/02/2020;0;1;5
7292515;03/02/2020;0;1;5
132905;04/02/2020;0;1;6
7042432;04/02/2020;0;1;2
132905;04/02/2020;0;1;6
132905;04/02/2020;0;1;6
132905;04/02/2020;0;1;6
6971948;04/02/2020;0;1;4
7040035;03/02/2020;0;1;4
410573;03/02/2020;0;1;2
801293;03/02/2020;0;1;2
7050367;03/02/2020;0;1;3
6875333;03/02/2020;0;1;13
6875333;03/02/2020;0;1;13
6854232;03/02/2020;0;1;9
5927409;03/02/2020;0;1;5
7294376;04/02/2020;0;1;5
7294378;04/02/2020;0;1;5
7294281;04/02/2020;0;1;5
6079169;;0;0;4
6079169;;0;0;4
5957440;04/02/2020;0;1;4
7293717;;0;0;5
164595;04/02/2020;0;1;4
7018944;;0;0;4
6791807;04/02/2020;0;1;6
5957440;04/02/2020;0;1;4
5958239;04/02/2020;0;1;5
6961661;;0;0;4
5956118;04/02/2020;0;1;2
5958239;04/02/2020;0;1;5
5958239;04/02/2020;0;1;5
6061453;04/02/2020;0;1;3
164595;04/02/2020;0;1;4
137237;04/02/2020;0;1;16
137237;04/02/2020;0;1;16
137237;04/02/2020;0;1;16
137237;04/02/2020;0;1;16
5961729;04/02/2020;0;1;6
7009980;;0;0;9
7009980;;0;0;9
7039049;;0;0;2
7259024;;1;0;4
7033937;;0;0;2
7259024;;1;0;4
7060411;;0;0;2
6035665;;0;0;5
7293717;;0;0;5
7035232;;0;0;7
7293717;;0;0;5
7293717;;0;0;5
7034531;;0;0;2
7042052;;0;0;3
6063537;;0;0;5
285309;;0;0;11
7035301;;0;0;2
285309;;0;0;11
285309;;0;0;11
7034450;;0;0;5
7034961;;1;0;2
7039194;;0;0;2
7034490;;1;0;2
7035304;;1;0;2
7034467;;0;0;2
7033931;;0;0;2
5943644;;0;0;7
7038205;;0;0;2
6082965;;0;0;8
6082965;;0;0;8
6082966;;0;0;0
7018944;;0;0;4
6993615;;0;0;4
6993615;;0;0;4
6993615;;0;0;4
6993615;;0;0;4
7018944;;0;0;4
5930811;;0;0;8
7034468;;0;0;2
7037890;;0;0;2
7039732;;0;0;2
7038151;;0;0;4
7034434;;0;0;2
7036465;;0;0;2
7034485;;0;0;2
7036090;;0;0;2
7036091;;0;0;2
7040870;;0;0;2
7035241;;1;0;2
7035031;;0;0;2
7038707;;0;0;2
7036139;;0;0;2
7038183;;0;0;3
7035374;;0;0;2
7034530;;0;0;2
5964574;;0;0;6
7038470;;0;0;2
6079169;;0;0;4
6079169;;0;0;4
7039979;;0;0;2
7061103;;0;0;2
7296319;;0;0;5
7296319;;1;0;5
7296319;;1;0;5
5943232;04/02/2020;0;1;4
7296319;;1;0;5
7035365;;0;0;1
412708;;1;0;7
6061007;;0;0;8
314596;;1;0;6
314596;;1;0;6
403707;;1;0;5
131682;;1;0;7
131682;;1;0;7
6706111;;0;0;8
7034361;;0;0;0
7034383;;0;0;0
7034535;;0;0;0
7034622;;0;0;0
7034898;;0;0;0
7297088;;0;0;5
7035231;;0;0;0
7035384;;0;0;0
7035782;;0;0;0
7036216;;0;0;0
7293626;;0;0;0
7009980;;0;0;9
7047798;;0;0;2
7036606;;0;0;0
7038003;;0;0;0
7038171;;0;0;0
5927848;;0;0;8
6082965;;0;0;8
6082965;;0;0;8
6082965;;0;0;8
6082965;;0;0;8
6082965;;0;0;8
6082965;;0;0;8
6788837;;0;0;4
6988714;;0;0;4
6988664;;0;0;11
6967307;;0;0;4
7056256;;0;0;1
7056256;;0;0;1
5953246;;0;0;8
5968396;;0;0;2
7034935;;0;0;2
7295515;;0;0;6
7042280;;0;0;1
7226974;;0;0;6
7053438;;0;0;2
7017688;;0;0;0
7034916;;0;0;0
7053442;;0;0;2
6945156;;0;0;4
6945156;;0;0;4
6945156;;0;0;4
6945156;;0;0;4
6058466;;0;0;3
7053441;;0;0;2
7053440;;0;0;1
7053439;;0;0;2
5956781;;0;0;4
6035828;;0;0;2
7016573;;0;0;6
7100232;;0;0;5
7100232;;0;0;5
5970108;;0;0;6
5969977;;0;0;5
7038937;;0;0;0
5950827;;0;0;3
7038171;;0;0;0
6782918;;0;0;3
6959584;;0;0;5
7038938;;0;0;0
7048657;;0;0;0
7039587;;0;0;0
7041088;;0;0;0
7041089;;0;0;0
5948658;;0;0;5
7041090;;0;0;0
7041091;;0;0;0
7041092;;0;0;0
7041093;;0;0;0
5929498;;0;0;6
7041094;;0;0;0
7041095;;0;0;0
7041096;;0;0;0
7041910;;0;0;0
5935417;;0;0;6
7042171;;0;0;0
5951448;;0;0;5
6831711;;0;0;8
6943766;;0;0;5
7030750;;0;0;5
5960965;;0;0;3
5945751;;0;0;4
6521029;;0;0;3
7016571;;0;0;4
7295144;;0;0;6
7101285;;0;0;6
7034512;;0;0;1
6803500;;0;0;6
7034570;;0;0;1
7037783;;0;0;1
7037784;;0;0;1
6988305;;0;0;7
7037962;;0;0;1
7033143;;0;0;0
6960818;;1;0;9
6960818;;1;0;9
6960818;;1;0;9
6991696;;1;0;1
6981696;;1;0;4
6981696;;1;0;4
6981696;;0;0;4
6884400;;0;0;7
7058331;;0;0;0
7047076;;1;0;5
7047076;;1;0;5
7047076;;1;0;5
7047076;;1;0;5
7036729;;1;0;5
7036729;;1;0;5
7036729;;1;0;5
7036729;;1;0;5
7036729;;1;0;5
7046797;;1;0;13
7046797;;1;0;13
7046797;;1;0;13
7046797;;1;0;13
6993615;;0;0;4
6980601;;0;0;6
6980601;;0;0;6
6980601;;0;0;6
5925594;;0;0;6
6980862;;0;0;5
6980862;;0;0;5
6980862;;0;0;5
6980862;;0;0;5
6706111;;0;0;8
6763513;;0;0;8
6770825;;0;0;9
108264;;0;0;8
133384;;1;0;3
99342;;0;0;14
6934423;;0;0;2
6934423;;0;0;2
5947560;;0;0;3
5961729;04/02/2020;0;1;6
5961729;04/02/2020;0;1;6
5961729;;0;0;6
5924992;;0;0;7
5924992;;0;0;7
6709708;;1;0;8
5943232;04/02/2020;0;1;4
5943232;04/02/2020;0;1;4
5943232;04/02/2020;0;1;4
6709708;;1;0;8
6709708;;1;0;8
116179;;0;0;4
410465;;0;0;2
6709708;;0;0;8
7058514;;1;0;4
7058514;;1;0;4
7058514;;1;0;4
7058514;;1;0;4
117340;;0;0;9
108626;;0;0;4
119879;;0;0;10
7035349;;1;0;5
7035349;;1;0;5
6884777;;0;0;1
7035349;;1;0;5
7035349;;1;0;5
7259337;;1;0;5
7259337;;1;0;5
7259337;;1;0;5
7058194;;1;0;4
7058194;;1;0;4
7058194;;1;0;4
7058194;;1;0;4
5952291;;0;0;4
6042843;;0;0;5
6042843;;0;0;5
7048505;;0;0;3
7048505;;0;0;3
7048505;;0;0;3
6888722;;0;0;4
7240743;;1;0;5
7240743;;1;0;5
7240743;;1;0;5
7048505;;0;0;3
108627;;0;0;4
5963135;;0;0;7
7035349;;0;0;5
5936801;;0;0;7
6985428;;0;0;14
410378;;1;0;16
410378;;1;0;16
410378;;1;0;16
6961661;;0;0;4
6961661;;0;0;4
6877745;;0;0;4
6344421;;0;0;11
162142;;0;0;5
180710;;0;0;4
7242625;;1;0;5
7242625;;1;0;5
7242625;;1;0;5
5937756;;0;0;5
7043317;;1;0;5
7043317;;1;0;5
6082118;;0;0;3
6082118;;0;0;3
7043317;;1;0;5
120275;;0;0;9
7043317;;1;0;5
114185;;0;0;8
287001;;1;0;5
287001;;1;0;5
287001;;1;0;5
165161;;0;0;9
5932179;;0;0;3
166370;;0;0;6
1000042835;;1;0;7
1000042835;;1;0;7
1000042835;;1;0;7
1000042835;;1;0;7
1000042835;;1;0;7
142952;;0;0;8
1000042835;;1;0;7
1000042835;;1;0;7
6054885;;0;0;4
6054885;;0;0;4
6054885;;0;0;4
5930811;;0;0;8
7009980;;0;0;9
7009980;;0;0;9
7009980;;0;0;9
7009980;;0;0;9
7009980;;0;0;9
6877806;;0;0;4
1000031218;;1;0;4
1000031218;;1;0;4
1000031218;;1;0;4
7293759;;0;0;5
5956255;;0;0;4
1000042834;;1;0;7
1000042834;;1;0;7
1000042834;;1;0;7
1000042834;;1;0;7
1000042834;;1;0;7
5957431;;0;0;6
131786;;0;0;4
7039049;;0;0;2
7038004;;0;0;0
7038725;;0;0;0
7224163;;0;0;8
7224163;;0;0;8
7224163;;0;0;8
7224163;;0;0;8
6881559;;0;0;5
6881559;;0;0;5
7034411;;0;0;0
303891;;1;0;8
303891;;1;0;8
303891;;1;0;8
7038440;;0;0;0
5927422;;0;0;4
5927422;;0;0;4
5927422;;0;0;4
5927422;;0;0;4
7046067;;0;0;8
7100232;;0;0;5
7100232;;0;0;5
7100232;;0;0;5
7038003;;0;0;0
291753;;1;0;13
291753;;1;0;13
7037927;;0;0;0
6938718;;0;0;1
6812127;;0;0;7
6940502;;0;0;0
6878750;;0;0;1
6028505;;0;0;4
6028505;;0;0;4
6028505;;0;0;4
148391;04/02/2020;0;1;4
148391;;0;0;4
148391;;0;0;4
5961729;04/02/2020;0;1;6
5961729;04/02/2020;0;1;6
6819281;;0;0;0
5962439;;0;0;0
7251043;;1;0;4
7294178;;1;0;5
7049972;;1;0;9
7251043;;1;0;4
7049972;;1;0;9
7049972;;1;0;9
227869;;0;0;4
7294178;;1;0;5
7049972;;1;0;9
227874;;0;0;3
227868;;0;0;5
7294178;;1;0;5
7007699;;0;0;0
227864;;0;0;4
227861;;0;0;4
6873271;;0;0;6
7260479;;1;0;4
7260479;;1;0;4
7039476;;0;0;0
7032671;;1;0;2
6873412;;0;0;1
7032671;;1;0;2
6938634;;0;0;5
6938634;;0;0;5
6938634;;0;0;5
6938634;;0;0;5
6938634;;0;0;5
7032675;;1;0;2
6960028;;0;0;4
6960028;;0;0;4
6960028;;0;0;4
6960016;;0;0;3
6960016;;0;0;3
6960016;;0;0;3
6873437;;0;0;4
6960027;;0;0;0
7032675;;1;0;2
6828451;;0;0;0
7260933;;1;0;5
7260933;;1;0;5
7032673;;1;0;4
7260933;;1;0;5
6876273;;0;0;1
6061007;;0;0;8
6045802;;0;0;4
7032673;;1;0;4
6986408;;0;0;0
6990432;;0;0;0
7032673;;1;0;4
38902;;1;0;6
38902;;1;0;6
6878751;;0;0;1
7032673;;1;0;4
6991743;;0;0;5
7042030;;1;0;5
7042030;;1;0;5
7042030;;1;0;5
7042030;;1;0;5
5955655;;0;0;7
6990606;;0;0;10
7251126;;1;0;5
7251126;;1;0;5
7251126;;1;0;5
6877459;;0;0;5
168152;04/02/2020;0;1;2
168152;;0;0;2
7045527;;1;0;5
7045527;;1;0;5
7045527;;1;0;5
7045527;;1;0;5
7045527;;1;0;5
6981535;;0;0;5
6981535;;0;0;5
6981535;;0;0;5
6782691;;0;0;7
270232;;0;0;8
6080192;;0;0;1
6127830;;0;0;4
7231911;;1;0;4
7294178;;0;0;5
7231911;;1;0;4
7037592;;0;0;5
5943870;;0;0;3
96702;;0;0;5
80581;;1;0;5
80581;;1;0;5
80581;;1;0;5
91143;;0;0;5
7260772;;1;0;5
7260772;;1;0;5
7260772;;1;0;5
169820;;1;0;2
5966370;;0;0;4
7047337;;1;0;5
7047337;;1;0;5
7047337;;1;0;5
169820;;0;0;2
7047337;;1;0;5
7047337;;1;0;5
5954508;;0;0;4
5940310;;0;0;3
5961751;;0;0;8
169818;;0;0;2
6980862;;0;0;5
6989138;;0;0;5
138693;;0;0;6
133127;;0;0;6
132763;;0;0;4
156497;;0;0;6
5962406;;0;0;7
7058939;;0;0;0
138507;;0;0;4
1000001404;;1;0;5
1000001404;;1;0;5
1000001404;;1;0;5
6981535;;0;0;5
6981535;;0;0;5
7039875;;1;0;5
7039875;;1;0;5
7039875;;1;0;5
138799;;0;0;10
7039875;;1;0;5
6980601;;0;0;6
6980601;;0;0;6
6980601;;0;0;6
7060552;;1;0;6
7049666;;0;0;5
7060552;;1;0;6
7060552;;1;0;6
7060552;;1;0;6
7049666;;1;0;5
7049666;;1;0;5
7049666;;1;0;5
7049666;;1;0;5
6063192;;0;0;4
187329;;0;0;4
5951677;;0;0;6
5961773;;0;0;9
6063537;;0;0;5
7050705;;0;0;5
7050705;;1;0;5
7050705;;1;0;5
7050705;;1;0;5
7050705;;1;0;5
412903;;1;0;9
412903;;1;0;9
7049464;;0;0;5
7049464;;1;0;5
7049464;;0;0;5
7049464;;0;0;5
7049464;;0;0;5
7041122;;0;0;2
7063700;;1;0;6
7044261;;0;0;5
5930262;;0;0;7
7044261;;1;0;5
7044261;;1;0;5
7063700;;1;0;6
404453;;1;0;10
7044261;;0;0;5
404453;;1;0;10
7044261;;0;0;5
404453;;1;0;10
7063700;;1;0;6
7036608;;0;0;2
7063700;;1;0;6
7035758;;0;0;2
7063700;;1;0;6
7034362;;0;0;2
148391;04/02/2020;0;1;4
7063700;;1;0;6
7056383;;0;0;2
5955868;;0;0;2
7044261;;1;0;5
7044261;;1;0;5
7048779;;0;0;5
7040246;;0;0;2
7048779;;1;0;5
7048779;;1;0;5
7048779;;1;0;5
7038474;;0;0;2
7048779;;1;0;5
7037557;;0;0;2
1000025188;;1;0;5
1000025188;;1;0;5
1000025188;;1;0;5
7041251;;0;0;2
7038244;;0;0;2
7232236;;0;0;2
7029858;;0;0;0
7044368;;1;0;5
7038364;;0;0;2
7038734;;0;0;2
7044368;;1;0;5
7049135;;0;0;5
7029858;;0;0;0
7049135;;1;0;5
7036143;;0;0;2
7049135;;1;0;5
7049135;;1;0;5
7049135;;1;0;5
7251124;;1;0;5
7044368;;1;0;5
7251124;;1;0;5
7251124;;1;0;5
7037558;;0;0;2
7044368;;1;0;5
76724;;0;0;2
7042217;;0;0;2
7075543;;0;0;2
6977616;;0;0;5
6977616;;0;0;5
6977616;;0;0;5
6977616;;0;0;5
7039209;;0;0;2
7037627;;0;0;2
7034955;;0;0;2
507663;;1;0;9
7033210;;0;0;2
507663;;1;0;9
7043523;;1;0;6
7041119;;0;0;2
507663;;1;0;9
7043523;;1;0;6
7044891;;0;0;5
7042027;;0;0;2
7044891;;1;0;5
7043523;;1;0;6
7044891;;1;0;5
7044891;;1;0;5
7043523;;1;0;6
7058723;;0;0;4
7044891;;1;0;5
5944768;;0;0;2
7034965;;1;0;5
7034965;;1;0;5
7034965;;1;0;5
7034965;;1;0;5
7034436;;0;0;3
6058583;;0;0;1
7041852;;0;0;2
6058583;;0;0;1
7045500;;0;0;12
7045500;;1;0;12
7045500;;1;0;12
7039984;;0;0;2
7045500;;1;0;12
7045500;;1;0;12
5960986;;0;0;4
7004894;;0;0;2
7042259;;0;0;2
7039226;;0;0;2
6871963;;0;0;10
7035737;;0;0;2
7049823;;0;0;5
7049823;;1;0;5
7049823;;1;0;5
7049823;;1;0;5
7042243;;0;0;2
7049823;;1;0;5
6059685;;0;0;4
6059685;;0;0;4
6059685;;0;0;4
7101313;;0;0;4
7101313;;0;0;4
7058723;;0;0;4
7039564;;0;0;2
7039116;;0;0;2
7041469;;0;0;2
7041123;;0;0;2
7037752;;0;0;1
7040237;;0;0;2
7036138;;0;0;2
202300;;0;0;9
202300;;0;0;9
202300;;0;0;9
202300;;0;0;9
202300;;0;0;9
7034604;;0;0;2
6036921;;0;0;5
6036921;;0;0;5
7046168;;1;0;2
6949799;;0;0;2
7050135;;0;0;5
7046168;;0;0;2
7050135;;1;0;5
7050135;;1;0;5
7050135;;1;0;5
7050538;;1;0;3
7050135;;1;0;5
7050538;;0;0;3
7055629;;0;0;4
5934195;;0;0;8
7046149;;0;0;2
6994011;;0;0;3
5946235;;0;0;1
6058883;;0;0;7
7046008;;1;0;11
7046008;;1;0;11
6889861;;0;0;3
7046008;;1;0;11
6994884;;0;0;3
7274859;;0;0;2
7041702;;1;0;10
7041702;;1;0;10
7041702;;1;0;10
7041702;;1;0;10
7041966;;0;0;5
7041240;;1;0;9
7041240;;1;0;9
7254299;;1;0;5
7041240;;1;0;9
7254299;;1;0;5
6878723;;0;0;5
6878723;;0;0;5
7254299;;1;0;5
7041240;;1;0;9
7041966;;1;0;5
7041966;;1;0;5
7041966;;1;0;5
7041966;;1;0;5
6999354;;0;0;6
7048462;;1;0;7
7048462;;1;0;7
7048462;;0;0;7
7048462;;1;0;7
7099289;;0;0;4
7045845;;1;0;6
7045845;;1;0;6
7045845;;1;0;6
7045845;;1;0;6
7099804;;0;0;3
7266129;;1;0;5
7266129;;1;0;5
7266129;;1;0;5
7099438;;0;0;1
7099438;;0;0;1
5966370;;0;0;4
5966370;;0;0;4
7044370;;0;0;5
5966370;;0;0;4
7044370;;1;0;5
7044370;;1;0;5
7044370;;1;0;5
6081022;;0;0;0
7099524;;0;0;4
6960028;;0;0;4
7059272;;0;0;0
7239554;;1;0;5
7239554;;1;0;5
7239554;;1;0;5
6977616;;0;0;5
7045475;;1;0;8
7045475;;1;0;8
7045475;;1;0;8
7045475;;1;0;8
7260994;;1;0;4
7260994;;1;0;4
7045154;;1;0;5
7045154;;1;0;5
7046008;;1;0;11
7045154;;1;0;5
7045154;;1;0;5
5936801;;1;0;7
5936801;;1;0;7
5936801;;1;0;7
7251127;;1;0;5
7251127;;1;0;5
1000046314;;1;0;7
7050584;;1;0;7
7251127;;1;0;5
1000046314;;1;0;7
7050584;;1;0;7
1000046314;;1;0;7
1000046314;;1;0;7
7050584;;1;0;7
1000046314;;1;0;7
7043317;;0;0;5
7050584;;1;0;7
6946903;;0;0;5
6946903;;0;0;5
6946903;;0;0;5
7042715;;1;0;5
814843;;1;0;10
7042715;;1;0;5
814843;;1;0;10
814843;;1;0;10
7042715;;1;0;5
7042715;;1;0;5
7039240;;0;0;5
7044372;;1;0;5
7044372;;1;0;5
7044372;;0;0;5
7044372;;0;0;5
7250880;;1;0;5
7250880;;1;0;5
7250880;;1;0;5
413905;;1;0;9
413905;;1;0;9
7063498;;1;0;5
7063498;;1;0;5
7063498;;1;0;5
7063498;;1;0;5
7063498;;1;0;5
7047076;;0;0;5
813710;;1;0;6
813710;;1;0;6
7274859;;0;0;2
7257928;;1;0;5
7257928;;1;0;5
7257928;;1;0;5
7266130;;1;0;5
7266130;;1;0;5
7266130;;1;0;5
7049688;;1;0;6
7049688;;1;0;6
7049688;;1;0;6
7049688;;1;0;6
7238458;;1;0;5
7238458;;1;0;5
7238458;;1;0;5
411434;;1;0;8
411434;;1;0;8
6082118;;0;0;3
406501;;1;0;14
406501;;1;0;14
6077882;;0;0;9
6077882;;0;0;9
6077882;;0;0;9
59939;;1;0;8
59939;;1;0;8
413082;;1;0;8
413082;;1;0;8
43665;;1;0;11
43665;;1;0;11
6793538;;0;0;0
6938838;;0;0;3
7256998;;1;0;4
7256998;;1;0;4
7038045;;1;0;5
7038045;;1;0;5
7038045;;1;0;5
7038045;;1;0;5
6042843;;0;0;5
6042843;;0;0;5
6042843;;0;0;5
7049487;;1;0;4
7049487;;1;0;4
7049487;;1;0;4
7049487;;1;0;4
6028505;;0;0;4
6939923;;0;0;7
6939923;;0;0;7
6939923;;0;0;7
6939923;;0;0;7
5957431;;0;0;6
7043331;;1;0;7
7043331;;1;0;7
7043331;;1;0;7
7043331;;1;0;7
5961055;;0;0;5
409711;;1;0;10
409711;;1;0;10
409711;;1;0;10
7248016;;0;0;1
7246009;;0;0;1
7051911;;0;0;0
7058887;;0;0;3
7043863;;1;0;8
7043863;;1;0;8
7055197;;0;0;3
7043863;;1;0;8
7055197;;0;0;3
7043863;;1;0;8
7055197;;0;0;3
7060549;;1;0;6
7060549;;1;0;6
7060549;;1;0;6
7060549;;1;0;6
7038591;;1;0;7
7038591;;1;0;7
7038591;;1;0;7
7038591;;1;0;7
7059256;;1;0;7
7059256;;1;0;7
7059256;;1;0;7
7059256;;1;0;7
7049911;;1;0;8
7049911;;1;0;8
7049911;;1;0;8
7060539;;1;0;6
7049911;;1;0;8
5955655;;0;0;7
7060539;;1;0;6
7060539;;1;0;6
7060539;;1;0;6
7041702;;0;0;10
7042612;;1;0;5
7042612;;1;0;5
7042612;;1;0;5
7042612;;1;0;5
7060551;;1;0;6
6992917;;0;0;5
7060551;;1;0;6
7060551;;1;0;6
7060551;;1;0;6
7058125;;1;0;3
7058125;;1;0;3
7058125;;1;0;3
5945716;;0;0;5
7060545;;1;0;6
7060545;;1;0;6
7060545;;1;0;6
7060545;;1;0;6
7050584;;0;0;7
